no_survey,visit_id,visit_date,checkin_time,checkout_time,checkin_latitude,checkin_longitude,customer_code,customer_name,cluster_name,provinsi_id,provinsi,area_id,area_name,kabupaten_id,kabupaten,sap_code,salesman,salesman_id,distributor_code,distributor_name,id_supervisor,supervisor,product_code,product_name,stock,volume_sales,cost_price,order_date,volume_order,sale_price,kapasitas_jual,kapasitas_gudang,kemasan,brand,brand_group
SRV-20260103-6841,VAtlas-20260103-139,2026-01-03,08:22:00,08:45:00,-1.70540929316934,138.205251291908,CUAtlas-103002-0,Toko Survey 103002 0,Silver,1030,KALIMANTAN SELATAN,Atlas,AREA 65 BANJARMASIN,103002,KOTA BANJARMASIN,SAP-CUAtlas-103002-0,Salesman Q16,SLS-016,SD-1030-03,PT Distributor Kalimantan Selatan 03,FondaV-006,Supervisor T6,PRD-960,Semen Kinetiq Premium,157,26,51305,2025-12-28,170,63657,244,296,40 Kg,Kinetiq,SIG
SRV-20260103-9563,VAtlas-20260103-640,2026-01-03,09:39:00,10:06:00,-6.43254837068515,117.463434208168,CUAtlas-101702-1,Toko Survey 101702 1,Bronze,1017,KEPULAUAN BANGKA BELITUNG,Omnicore,AREA 28 BANGKA BLTNG,101702,KOTA PANGKAL PINANG,SAP-CUAtlas-101702-1,Salesman Q16,SLS-016,SD-1017-02,PT Distributor Kepulauan Bangka Belitung 02,FondaV-009,Supervisor Q9,PRD-102,Semen Tecton Standar,18,72,53862,2025-12-28,156,58405,601,368,40 Kg,Tecton,SIG
SRV-20260103-4398,VAtlas-20260103-671,2026-01-03,12:44:00,13:13:00,-1.63906533787834,112.363568020722,CUAtlas-103902-3,Toko Survey 103902 3,Super Platinum,1039,MALUKU,Atlas,AREA 92 MALUKU,103902,KOTA AMBON,SAP-CUAtlas-103902-3,Salesman O66,SLS-066,SD-1039-01,PT Distributor Maluku 01,FondaV-003,Supervisor W3,PRD-931,Semen Vanguard Premium,250,8,52374,2025-12-29,153,56352,282,1272,40 Kg,Vanguard,SIG
SRV-20260103-8773,VAtlas-20260103-895,2026-01-03,12:12:00,12:31:00,2.40647300527926,133.274890813419,CUAtlas-101101-0,Toko Survey 101101 0,Super Platinum,1011,SUMATERA UTARA,Fonda,AREA 06 BINJAI,101101,KABUPATEN DELI SERDANG,SAP-CUAtlas-101101-0,Salesman W100,SLS-100,SD-1011-03,PT Distributor Sumatera Utara 03,FondaV-015,Supervisor K15,PRD-532,Semen GAMA Standar,197,23,46645,2026-01-02,172,64000,834,1160,50 Kg,GAMA,INTP
SRV-20260103-1290,VAtlas-20260103-892,2026-01-03,16:01:00,16:19:00,-6.04966039102404,139.683997703405,CUAtlas-103302-3,Toko Survey 103302 3,Silver,1033,SULAWESI SELATAN,Atlas,AREA 72 MAKASSAR,103302,KOTA MAKASSAR,SAP-CUAtlas-103302-3,Salesman U20,SLS-020,SD-1033-01,PT Distributor Sulawesi Selatan 01,FondaV-019,Supervisor G19,PRD-937,Semen TIDAR Premium,30,39,54829,2026-01-02,26,57608,479,416,50 Kg,TIDAR,INTP
SRV-20260103-1780,VAtlas-20260103-384,2026-01-03,14:16:00,14:38:00,4.45214991712843,129.831304193174,CUAtlas-103901-0,Toko Survey 103901 0,Platinum,1039,MALUKU,Atlas,AREA 92 MALUKU,103901,KABUPATEN MALUKU TENGAH,SAP-CUAtlas-103901-0,Salesman V21,SLS-021,SD-1039-03,PT Distributor Maluku 03,FondaV-013,Supervisor M13,PRD-352,Semen Vanguard Standar,468,49,45568,2025-12-30,46,58608,650,283,40 Kg,Vanguard,SIG
SRV-20260103-8672,VAtlas-20260103-213,2026-01-03,09:14:00,09:44:00,0.707111129984472,120.115181770655,CUAtlas-102201-3,Toko Survey 102201 3,Platinum,1022,JAWA BARAT,Omnicore,AREA 35 BOGOR,102201,KABUPATEN BOGOR,SAP-CUAtlas-102201-3,Salesman J9,SLS-009,SD-1022-02,PT Distributor Jawa Barat 02,FondaV-018,Supervisor H18,PRD-156,Semen TIDAR Standar,305,33,47202,2025-12-28,177,64813,193,1263,50 Kg,TIDAR,INTP
SRV-20260103-4512,VAtlas-20260103-598,2026-01-03,13:57:00,14:32:00,0.0290804373030902,114.331940795565,CUAtlas-101802-2,Toko Survey 101802 2,Platinum,1018,BENGKULU,Fonda,AREA 21 BENGKULU,101802,KOTA BENGKULU,SAP-CUAtlas-101802-2,Salesman U98,SLS-098,SD-1018-02,PT Distributor Bengkulu 02,FondaV-009,Supervisor Q9,PRD-276,Semen Fonda Premium,161,86,51808,2025-12-27,110,61902,791,1439,40 Kg,Fonda,SIG
SRV-20260103-2667,VAtlas-20260103-380,2026-01-03,10:12:00,10:41:00,1.06871685550145,105.622674076082,CUAtlas-101502-2,Toko Survey 101502 2,Bronze,1015,JAMBI,Fonda,AREA 18 JAMBI,101502,KOTA JAMBI,SAP-CUAtlas-101502-2,Salesman D29,SLS-029,SD-1015-02,PT Distributor Jambi 02,FondaV-007,Supervisor S7,PRD-575,Semen BINTA Standar,97,82,54000,2025-12-27,47,66132,152,804,40 Kg,BINTA,INTP
SRV-20260103-5952,VAtlas-20260103-635,2026-01-03,15:04:00,15:46:00,-1.93189120975168,129.058436233088,CUAtlas-103201-2,Toko Survey 103201 2,Bronze,1032,KALIMANTAN TIMUR,Atlas,AREA 68 SAMARINDA,103201,KABUPATEN KUTAI KARTANEGARA,SAP-CUAtlas-103201-2,Salesman X23,SLS-023,SD-1032-02,PT Distributor Kalimantan Timur 02,FondaV-014,Supervisor L14,PRD-548,Semen Vanguard Standar,199,13,54100,2026-01-02,97,57494,688,551,40 Kg,Vanguard,SIG
SRV-20260103-9660,VAtlas-20260103-524,2026-01-03,11:33:00,12:17:00,-2.99564517285653,137.565699280004,CUAtlas-103003-1,Toko Survey 103003 1,Silver,1030,KALIMANTAN SELATAN,Atlas,AREA 65 BANJARMASIN,103003,KOTA BANJAR BARU,SAP-CUAtlas-103003-1,Salesman I8,SLS-008,SD-1030-02,PT Distributor Kalimantan Selatan 02,FondaV-002,Supervisor X2,PRD-958,Semen Primebase Premium,391,68,54398,2026-01-01,183,56946,359,1566,40 Kg,Primebase,SIG
SRV-20260104-4423,VAtlas-20260104-692,2026-01-04,16:39:00,17:00:00,2.59536902213573,125.449694976947,CUAtlas-103201-2,Toko Survey 103201 2,Bronze,1032,KALIMANTAN TIMUR,Atlas,AREA 68 SAMARINDA,103201,KABUPATEN KUTAI KARTANEGARA,SAP-CUAtlas-103201-2,Salesman C54,SLS-054,SD-1032-03,PT Distributor Kalimantan Timur 03,FondaV-010,Supervisor P10,PRD-560,Semen Atlas Standar,193,12,53365,2026-01-03,85,58004,533,940,40 Kg,Atlas,SIG
SRV-20260104-7528,VAtlas-20260104-216,2026-01-04,10:58:00,11:13:00,-4.88311312284078,114.517291758172,CUAtlas-103801-3,Toko Survey 103801 3,Platinum,1038,GORONTALO,Atlas,AREA 83 GORONTALO,103801,KABUPATEN GORONTALO,SAP-CUAtlas-103801-3,Salesman Y24,SLS-024,SD-1038-03,PT Distributor Gorontalo 03,FondaV-016,Supervisor J16,PRD-727,Semen Omnicore Premium,324,81,51707,2026-01-03,29,66512,691,1612,50 Kg,Omnicore,SIG
SRV-20260104-2122,VAtlas-20260104-815,2026-01-04,16:00:00,16:41:00,1.85375475509098,125.335082019108,CUAtlas-103403-1,Toko Survey 103403 1,Platinum,1034,SULAWESI BARAT,Atlas,AREA 75 POLEWALI MDR,103403,KABUPATEN POLEWALI MANDAR,SAP-CUAtlas-103403-1,Salesman Q68,SLS-068,SD-1034-03,PT Distributor Sulawesi Barat 03,FondaV-015,Supervisor K15,PRD-531,Semen BINTA Premium,226,79,48440,2025-12-28,73,62908,203,1211,50 Kg,BINTA,INTP
SRV-20260104-4089,VAtlas-20260104-285,2026-01-04,09:55:00,10:17:00,3.71696351723882,100.62235608311,CUAtlas-103103-3,Toko Survey 103103 3,Silver,1031,KALIMANTAN TENGAH,Primebase,AREA 62 KOTAWRGN TMR,103103,KABUPATEN KOTAWARINGIN TIMUR,SAP-CUAtlas-103103-3,Salesman J35,SLS-035,SD-1031-02,PT Distributor Kalimantan Tengah 02,FondaV-013,Supervisor M13,PRD-791,Semen BINTA Standar,157,86,54751,2026-01-03,193,65764,920,597,40 Kg,BINTA,INTP
SRV-20260104-5788,VAtlas-20260104-986,2026-01-04,12:29:00,12:58:00,-3.10193703144337,132.147913906781,CUAtlas-102901-3,Toko Survey 102901 3,Platinum,1029,KALIMANTAN BARAT,Primebase,AREA 58 PONTIANAK,102901,KABUPATEN KUBU RAYA,SAP-CUAtlas-102901-3,Salesman W100,SLS-100,SD-1029-03,PT Distributor Kalimantan Barat 03,FondaV-011,Supervisor O11,PRD-496,Semen BINTA Standar,201,38,48764,2025-12-28,190,56332,425,999,40 Kg,BINTA,INTP
SRV-20260104-8836,VAtlas-20260104-135,2026-01-04,11:55:00,12:21:00,-2.28911325203137,127.83584629092,CUAtlas-103103-1,Toko Survey 103103 1,Silver,1031,KALIMANTAN TENGAH,Primebase,AREA 62 KOTAWRGN TMR,103103,KABUPATEN KOTAWARINGIN TIMUR,SAP-CUAtlas-103103-1,Salesman L11,SLS-011,SD-1031-01,PT Distributor Kalimantan Tengah 01,FondaV-004,Supervisor V4,PRD-358,Semen Vanguard Standar,124,92,45095,2025-12-29,178,63700,631,1082,50 Kg,Vanguard,SIG
SRV-20260104-4086,VAtlas-20260104-509,2026-01-04,12:04:00,12:20:00,-6.8688815212862,139.408673726909,CUAtlas-101101-0,Toko Survey 101101 0,Super Platinum,1011,SUMATERA UTARA,Fonda,AREA 06 BINJAI,101101,KABUPATEN DELI SERDANG,SAP-CUAtlas-101101-0,Salesman J61,SLS-061,SD-1011-03,PT Distributor Sumatera Utara 03,FondaV-002,Supervisor X2,PRD-150,Semen TIDAR Standar,121,8,51899,2025-12-29,18,58639,919,236,40 Kg,TIDAR,INTP
SRV-20260104-2841,VAtlas-20260104-222,2026-01-04,15:48:00,16:26:00,-6.98255643868181,101.56759216903,CUAtlas-102403-0,Toko Survey 102403 0,Platinum,1024,DI YOGYAKARTA,Omnicore,AREA 47 YOGYAKARTA,102403,KABUPATEN BANTUL,SAP-CUAtlas-102403-0,Salesman K88,SLS-088,SD-1024-02,PT Distributor Di Yogyakarta 02,FondaV-020,Supervisor F20,PRD-443,Semen TIDAR Standar,405,47,50768,2026-01-01,119,64853,476,786,40 Kg,TIDAR,INTP
SRV-20260104-5054,VAtlas-20260104-415,2026-01-04,16:14:00,16:45:00,0.254690532611356,102.441378118974,CUAtlas-101201-0,Toko Survey 101201 0,Super Platinum,1012,SUMATERA BARAT,Fonda,AREA 10 PADANG,101201,KABUPATEN PADANG PARIAMAN,SAP-CUAtlas-101201-0,Salesman E30,SLS-030,SD-1012-02,PT Distributor Sumatera Barat 02,FondaV-003,Supervisor W3,PRD-579,Semen Omnicore Standar,487,61,50749,2025-12-28,118,60290,870,1507,50 Kg,Omnicore,SIG
SRV-20260104-8579,VAtlas-20260104-171,2026-01-04,08:32:00,09:16:00,-7.55298006023001,114.280333325634,CUAtlas-101301-1,Toko Survey 101301 1,Silver,1013,RIAU,Fonda,AREA 15 KAMPAR,101301,KABUPATEN KAMPAR,SAP-CUAtlas-101301-1,Salesman T97,SLS-097,SD-1013-02,PT Distributor Riau 02,FondaV-014,Supervisor L14,PRD-726,Semen TIDAR Premium,327,56,50981,2025-12-30,77,68245,544,473,40 Kg,TIDAR,INTP
SRV-20260104-1149,VAtlas-20260104-955,2026-01-04,09:39:00,10:07:00,1.93654629535683,100.620487956698,CUAtlas-103402-0,Toko Survey 103402 0,Bronze,1034,SULAWESI BARAT,Atlas,AREA 76 MAMUJU,103402,KABUPATEN MAMUJU,SAP-CUAtlas-103402-0,Salesman R69,SLS-069,SD-1034-01,PT Distributor Sulawesi Barat 01,FondaV-010,Supervisor P10,PRD-398,Semen SANJAYA Standar,288,31,51810,2025-12-28,121,58309,745,1708,40 Kg,SANJAYA,INTP
SRV-20260104-6893,VAtlas-20260104-172,2026-01-04,10:01:00,10:41:00,-0.905512279605771,125.765602987265,CUAtlas-101701-2,Toko Survey 101701 2,Platinum,1017,KEPULAUAN BANGKA BELITUNG,Omnicore,AREA 28 BANGKA BLTNG,101701,KABUPATEN BANGKA,SAP-CUAtlas-101701-2,Salesman J61,SLS-061,SD-1017-02,PT Distributor Kepulauan Bangka Belitung 02,FondaV-011,Supervisor O11,PRD-207,Semen Omnicore Premium,425,72,54405,2025-12-28,186,65577,669,1891,50 Kg,Omnicore,SIG
SRV-20260104-6804,VAtlas-20260104-798,2026-01-04,08:34:00,08:52:00,-7.41557125790564,97.5067138136276,CUAtlas-102001-0,Toko Survey 102001 0,Bronze,1020,BANTEN,Omnicore,AREA 33 BANTEN,102001,KABUPATEN TANGERANG,SAP-CUAtlas-102001-0,Salesman S18,SLS-018,SD-1020-01,PT Distributor Banten 01,FondaV-013,Supervisor M13,PRD-362,Semen SANJAYA Premium,297,88,50022,2026-01-01,54,69689,396,365,40 Kg,SANJAYA,INTP
SRV-20260104-6932,VAtlas-20260104-135,2026-01-04,08:52:00,09:13:00,2.16387876381264,124.483961110295,CUAtlas-101501-2,Toko Survey 101501 2,Silver,1015,JAMBI,Monolith,AREA 19 MUARO JAMBI,101501,KABUPATEN MUARO JAMBI,SAP-CUAtlas-101501-2,Salesman O92,SLS-092,SD-1015-02,PT Distributor Jambi 02,FondaV-014,Supervisor L14,PRD-515,Semen BINTA Standar,296,25,52609,2025-12-29,172,57282,912,1796,50 Kg,BINTA,INTP
SRV-20260104-8431,VAtlas-20260104-255,2026-01-04,13:12:00,13:48:00,-7.15218605999819,105.83647180944,CUAtlas-103402-2,Toko Survey 103402 2,Silver,1034,SULAWESI BARAT,Atlas,AREA 76 MAMUJU,103402,KABUPATEN MAMUJU,SAP-CUAtlas-103402-2,Salesman B79,SLS-079,SD-1034-02,PT Distributor Sulawesi Barat 02,FondaV-004,Supervisor V4,PRD-606,Semen Kinetiq Premium,55,62,53131,2026-01-01,97,62703,626,350,50 Kg,Kinetiq,SIG
SRV-20260104-5469,VAtlas-20260104-940,2026-01-04,08:56:00,09:29:00,-6.65687625961829,121.442662421491,CUAtlas-103003-0,Toko Survey 103003 0,Super Platinum,1030,KALIMANTAN SELATAN,Atlas,AREA 65 BANJARMASIN,103003,KOTA BANJAR BARU,SAP-CUAtlas-103003-0,Salesman T71,SLS-071,SD-1030-01,PT Distributor Kalimantan Selatan 01,FondaV-011,Supervisor O11,PRD-914,Semen Tecton Premium,77,100,54914,2025-12-28,30,66344,220,1892,50 Kg,Tecton,SIG
SRV-20260104-1251,VAtlas-20260104-901,2026-01-04,16:19:00,16:37:00,-6.86068417310164,118.583793535167,CUAtlas-102101-2,Toko Survey 102101 2,Bronze,1021,DKI JAKARTA,Omnicore,AREA 34 JAKARTA,102101,KOTA JAKARTA BARAT,SAP-CUAtlas-102101-2,Salesman R69,SLS-069,SD-1021-03,PT Distributor Dki Jakarta 03,FondaV-015,Supervisor K15,PRD-185,Semen Primebase Standar,110,19,45075,2025-12-29,111,67258,204,1306,40 Kg,Primebase,SIG
SRV-20260104-4994,VAtlas-20260104-939,2026-01-04,15:49:00,16:33:00,-8.19663834286503,102.137212514578,CUAtlas-104002-2,Toko Survey 104002 2,Silver,1040,MALUKU UTARA,Atlas,AREA 91 MALUKU UTARA,104002,KOTA TERNATE,SAP-CUAtlas-104002-2,Salesman H7,SLS-007,SD-1040-03,PT Distributor Maluku Utara 03,FondaV-012,Supervisor N12,PRD-368,Semen TerraBlock Premium,370,86,46761,2025-12-29,117,57709,250,575,50 Kg,TerraBlock,SIG
SRV-20260104-2511,VAtlas-20260104-710,2026-01-04,15:43:00,16:12:00,-9.38232221306589,120.566114716631,CUAtlas-101302-2,Toko Survey 101302 2,Silver,1013,RIAU,Fonda,AREA 13 PEKANBARU,101302,KOTA PEKANBARU,SAP-CUAtlas-101302-2,Salesman W74,SLS-074,SD-1013-01,PT Distributor Riau 01,FondaV-018,Supervisor H18,PRD-610,Semen Primebase Standar,306,72,46802,2025-12-31,26,62940,755,1498,50 Kg,Primebase,SIG
SRV-20260104-1646,VAtlas-20260104-108,2026-01-04,15:23:00,15:53:00,-8.05612613050191,113.859152322494,CUAtlas-101501-0,Toko Survey 101501 0,Super Platinum,1015,JAMBI,Monolith,AREA 19 MUARO JAMBI,101501,KABUPATEN MUARO JAMBI,SAP-CUAtlas-101501-0,Salesman Z77,SLS-077,SD-1015-02,PT Distributor Jambi 02,FondaV-015,Supervisor K15,PRD-486,Semen Atlas Premium,421,100,47607,2025-12-30,41,60572,356,1084,40 Kg,Atlas,SIG
SRV-20260104-8033,VAtlas-20260104-458,2026-01-04,13:09:00,13:29:00,2.39114680882183,130.906222234933,CUAtlas-104102-1,Toko Survey 104102 1,Bronze,1041,PAPUA,Atlas,AREA 95 JAYAPURA,104102,KOTA JAYAPURA,SAP-CUAtlas-104102-1,Salesman P67,SLS-067,SD-1041-01,PT Distributor Papua 01,FondaV-019,Supervisor G19,PRD-654,Semen Atlas Premium,141,15,52434,2025-12-31,191,60794,389,932,40 Kg,Atlas,SIG
SRV-20260104-4833,VAtlas-20260104-826,2026-01-04,08:57:00,09:23:00,-5.73026910264339,119.545178013405,CUAtlas-103501-0,Toko Survey 103501 0,Super Platinum,1035,SULAWESI TENGGARA,Atlas,AREA 79 KENDARI,103501,KABUPATEN KONAWE,SAP-CUAtlas-103501-0,Salesman F57,SLS-057,SD-1035-01,PT Distributor Sulawesi Tenggara 01,FondaV-014,Supervisor L14,PRD-697,Semen TerraBlock Standar,191,89,46742,2025-12-29,77,56067,603,413,40 Kg,TerraBlock,SIG
SRV-20260104-6650,VAtlas-20260104-867,2026-01-04,11:10:00,11:37:00,2.45343270741682,104.33892302514,CUAtlas-103002-0,Toko Survey 103002 0,Silver,1030,KALIMANTAN SELATAN,Atlas,AREA 65 BANJARMASIN,103002,KOTA BANJARMASIN,SAP-CUAtlas-103002-0,Salesman T71,SLS-071,SD-1030-02,PT Distributor Kalimantan Selatan 02,FondaV-002,Supervisor X2,PRD-432,Semen Fonda Premium,439,71,48623,2025-12-29,78,61275,548,559,40 Kg,Fonda,SIG
SRV-20260105-4908,VAtlas-20260105-599,2026-01-05,13:02:00,13:37:00,-3.52710436206161,123.205782534729,CUAtlas-102701-3,Toko Survey 102701 3,Platinum,1027,NUSA TENGGARA BARAT,Atlas,AREA 86 LOMBOK,102701,KABUPATEN LOMBOK BARAT,SAP-CUAtlas-102701-3,Salesman E4,SLS-004,SD-1027-03,PT Distributor Nusa Tenggara Barat 03,FondaV-014,Supervisor L14,PRD-317,Semen TIDAR Standar,265,8,45969,2026-01-03,75,66623,967,214,50 Kg,TIDAR,INTP
SRV-20260105-1966,VAtlas-20260105-227,2026-01-05,08:37:00,09:03:00,3.85011961277585,104.243972407099,CUAtlas-102402-1,Toko Survey 102402 1,Bronze,1024,DI YOGYAKARTA,Omnicore,AREA 47 YOGYAKARTA,102402,KOTA YOGYAKARTA,SAP-CUAtlas-102402-1,Salesman E56,SLS-056,SD-1024-02,PT Distributor Di Yogyakarta 02,FondaV-015,Supervisor K15,PRD-161,Semen Primebase Premium,228,70,48491,2026-01-04,28,57553,688,1717,50 Kg,Primebase,SIG
SRV-20260105-5293,VAtlas-20260105-177,2026-01-05,09:12:00,09:40:00,1.88287169978236,114.143478816261,CUAtlas-101202-4,Toko Survey 101202 4,Super Platinum,1012,SUMATERA BARAT,Fonda,AREA 10 PADANG,101202,KOTA PADANG,SAP-CUAtlas-101202-4,Salesman T19,SLS-019,SD-1012-02,PT Distributor Sumatera Barat 02,FondaV-020,Supervisor F20,PRD-285,Semen Atlas Standar,107,98,47026,2025-12-31,14,58653,762,222,40 Kg,Atlas,SIG
SRV-20260105-8484,VAtlas-20260105-463,2026-01-05,15:11:00,15:40:00,3.94439385158318,131.249068577346,CUAtlas-103502-0,Toko Survey 103502 0,Platinum,1035,SULAWESI TENGGARA,Atlas,AREA 79 KENDARI,103502,KOTA KENDARI,SAP-CUAtlas-103502-0,Salesman N91,SLS-091,SD-1035-01,PT Distributor Sulawesi Tenggara 01,FondaV-015,Supervisor K15,PRD-901,Semen Kinetiq Standar,124,84,50106,2026-01-01,134,66791,276,818,50 Kg,Kinetiq,SIG
SRV-20260105-1336,VAtlas-20260105-997,2026-01-05,14:56:00,15:39:00,-2.8726188752996,98.572192626141,CUAtlas-104201-1,Toko Survey 104201 1,Bronze,1042,PAPUA BARAT,Atlas,AREA 93 MANOKWARI,104201,KABUPATEN MANOKWARI,SAP-CUAtlas-104201-1,Salesman P41,SLS-041,SD-1042-01,PT Distributor Papua Barat 01,FondaV-007,Supervisor S7,PRD-616,Semen BINTA Premium,398,91,54459,2026-01-01,175,69880,962,624,40 Kg,BINTA,INTP
SRV-20260105-9295,VAtlas-20260105-228,2026-01-05,09:56:00,10:14:00,-6.98049352515757,118.860406802198,CUAtlas-102302-0,Toko Survey 102302 0,Silver,1023,JAWA TENGAH,Omnicore,AREA 43 SEMARANG,102302,KOTA SEMARANG,SAP-CUAtlas-102302-0,Salesman V99,SLS-099,SD-1023-03,PT Distributor Jawa Tengah 03,FondaV-020,Supervisor F20,PRD-826,Semen Vanguard Premium,489,82,50113,2025-12-30,145,58190,644,530,50 Kg,Vanguard,SIG
SRV-20260105-9580,VAtlas-20260105-433,2026-01-05,11:09:00,11:50:00,1.53812810502738,110.028511377137,CUAtlas-103403-2,Toko Survey 103403 2,Platinum,1034,SULAWESI BARAT,Atlas,AREA 75 POLEWALI MDR,103403,KABUPATEN POLEWALI MANDAR,SAP-CUAtlas-103403-2,Salesman I60,SLS-060,SD-1034-03,PT Distributor Sulawesi Barat 03,FondaV-019,Supervisor G19,PRD-186,Semen TIDAR Standar,197,16,47840,2026-01-04,15,64208,438,1326,40 Kg,TIDAR,INTP
SRV-20260105-5102,VAtlas-20260105-328,2026-01-05,13:42:00,14:05:00,-5.28875216733473,127.659334393855,CUAtlas-101002-0,Toko Survey 101002 0,Super Platinum,1010,ACEH,Fonda,AREA 01 BANDA ACEH,101002,KOTA BANDA ACEH,SAP-CUAtlas-101002-0,Salesman I34,SLS-034,SD-1010-01,PT Distributor Aceh 01,FondaV-012,Supervisor N12,PRD-295,Semen RAJASA Standar,240,84,47978,2026-01-04,96,69320,132,970,50 Kg,RAJASA,INTP
SRV-20260105-3543,VAtlas-20260105-574,2026-01-05,16:44:00,17:07:00,1.44497911241424,113.272928698369,CUAtlas-102402-0,Toko Survey 102402 0,Super Platinum,1024,DI YOGYAKARTA,Omnicore,AREA 47 YOGYAKARTA,102402,KOTA YOGYAKARTA,SAP-CUAtlas-102402-0,Salesman R69,SLS-069,SD-1024-03,PT Distributor Di Yogyakarta 03,FondaV-010,Supervisor P10,PRD-261,Semen GAMA Standar,136,28,45360,2026-01-04,91,68917,400,1832,40 Kg,GAMA,INTP
SRV-20260105-4667,VAtlas-20260105-902,2026-01-05,11:02:00,11:34:00,-5.9104299253229,130.765186175081,CUAtlas-103802-0,Toko Survey 103802 0,Super Platinum,1038,GORONTALO,Atlas,AREA 83 GORONTALO,103802,KOTA GORONTALO,SAP-CUAtlas-103802-0,Salesman Q42,SLS-042,SD-1038-02,PT Distributor Gorontalo 02,FondaV-009,Supervisor Q9,PRD-913,Semen SANJAYA Standar,345,41,48173,2025-12-30,33,61052,105,319,40 Kg,SANJAYA,INTP
SRV-20260105-1951,VAtlas-20260105-919,2026-01-05,13:49:00,14:31:00,-2.13353358228798,132.508224488958,CUAtlas-103203-0,Toko Survey 103203 0,Bronze,1032,KALIMANTAN TIMUR,Atlas,AREA 68 SAMARINDA,103203,KOTA SAMARINDA,SAP-CUAtlas-103203-0,Salesman Q16,SLS-016,SD-1032-01,PT Distributor Kalimantan Timur 01,FondaV-019,Supervisor G19,PRD-983,Semen Primebase Standar,472,96,48539,2026-01-02,200,68930,434,1941,40 Kg,Primebase,SIG
SRV-20260105-4417,VAtlas-20260105-782,2026-01-05,12:21:00,12:50:00,-4.47829992447779,129.817201981663,CUAtlas-102402-2,Toko Survey 102402 2,Platinum,1024,DI YOGYAKARTA,Omnicore,AREA 47 YOGYAKARTA,102402,KOTA YOGYAKARTA,SAP-CUAtlas-102402-2,Salesman I8,SLS-008,SD-1024-01,PT Distributor Di Yogyakarta 01,FondaV-009,Supervisor Q9,PRD-671,Semen TerraBlock Standar,219,87,53801,2025-12-31,138,64363,323,932,50 Kg,TerraBlock,SIG
SRV-20260105-5832,VAtlas-20260105-537,2026-01-05,09:37:00,10:08:00,-2.70923283902782,115.466048415274,CUAtlas-102502-0,Toko Survey 102502 0,Super Platinum,1025,JAWA TIMUR,Primebase,AREA 51 SURABAYA,102502,KOTA SURABAYA,SAP-CUAtlas-102502-0,Salesman O66,SLS-066,SD-1025-02,PT Distributor Jawa Timur 02,FondaV-006,Supervisor T6,PRD-894,Semen RAJASA Standar,376,40,54945,2026-01-01,66,56547,894,1676,40 Kg,RAJASA,INTP
SRV-20260105-8952,VAtlas-20260105-912,2026-01-05,13:44:00,14:05:00,3.94573532514646,106.553060529219,CUAtlas-104301-4,Toko Survey 104301 4,Super Platinum,1043,KALIMANTAN UTARA,Atlas,AREA 70 TARAKAN,104301,KABUPATEN BULUNGAN,SAP-CUAtlas-104301-4,Salesman P41,SLS-041,SD-1043-01,PT Distributor Kalimantan Utara 01,FondaV-014,Supervisor L14,PRD-193,Semen RAJASA Premium,364,70,48708,2026-01-02,47,58097,690,1336,50 Kg,RAJASA,INTP
SRV-20260105-5006,VAtlas-20260105-844,2026-01-05,12:29:00,12:55:00,-0.0127826853337218,128.743040260761,CUAtlas-102203-2,Toko Survey 102203 2,Super Platinum,1022,JAWA BARAT,Omnicore,AREA 38 BANDUNG,102203,KOTA BANDUNG,SAP-CUAtlas-102203-2,Salesman F31,SLS-031,SD-1022-02,PT Distributor Jawa Barat 02,FondaV-015,Supervisor K15,PRD-430,Semen Kinetiq Standar,439,95,49332,2025-12-29,159,62466,593,978,50 Kg,Kinetiq,SIG
SRV-20260105-8165,VAtlas-20260105-321,2026-01-05,08:24:00,08:40:00,-3.58734178917242,105.79352481631,CUAtlas-104301-4,Toko Survey 104301 4,Super Platinum,1043,KALIMANTAN UTARA,Atlas,AREA 70 TARAKAN,104301,KABUPATEN BULUNGAN,SAP-CUAtlas-104301-4,Salesman X75,SLS-075,SD-1043-01,PT Distributor Kalimantan Utara 01,FondaV-004,Supervisor V4,PRD-270,Semen Primebase Premium,223,65,46586,2026-01-01,80,60356,566,1541,40 Kg,Primebase,SIG
SRV-20260105-2526,VAtlas-20260105-286,2026-01-05,15:36:00,16:21:00,-4.12896965739566,118.208426220344,CUAtlas-103701-0,Toko Survey 103701 0,Bronze,1037,SULAWESI UTARA,Atlas,AREA 85 MINAHASA,103701,KABUPATEN MINAHASA,SAP-CUAtlas-103701-0,Salesman F57,SLS-057,SD-1037-01,PT Distributor Sulawesi Utara 01,FondaV-012,Supervisor N12,PRD-501,Semen Omnicore Premium,216,28,45075,2026-01-04,170,58519,261,437,40 Kg,Omnicore,SIG
SRV-20260105-2723,VAtlas-20260105-215,2026-01-05,10:08:00,10:32:00,-7.10191673084783,117.821729840775,CUAtlas-101702-2,Toko Survey 101702 2,Bronze,1017,KEPULAUAN BANGKA BELITUNG,Omnicore,AREA 28 BANGKA BLTNG,101702,KOTA PANGKAL PINANG,SAP-CUAtlas-101702-2,Salesman Z25,SLS-025,SD-1017-02,PT Distributor Kepulauan Bangka Belitung 02,FondaV-015,Supervisor K15,PRD-707,Semen BINTA Premium,239,99,50812,2026-01-01,137,67934,572,412,40 Kg,BINTA,INTP
