regional,opco_area,province_code,province_desc,district_code,district_desc,brand,material_code,material_desc,delivery_type,baseunit_of_measure,shipto,shipto_desc,soldto,soldto_desc,plant,plant_name,area_name,segment,segment_material,quantity,revenue,incoterm,date
AREA 3,SBI,1024,DI YOGYAKARTA,102403,KABUPATEN BANTUL,Tecton,MAT004,Tecton Semen Portland Komposit,ZLFP,ZAK,WH-1024-02,Gudang Di Yogyakarta 02,SD-1024-01,PT Distributor Di Yogyakarta 01,PL-003,Pabrik Narogong,AREA 47 YOGYAKARTA,MB,Retail Bag,141.94,167650301,Delivery,2026-01-03
AREA 5,ST,1030,KALIMANTAN SELATAN,103002,KOTA BANJARMASIN,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLF,BAG,WH-1030-02,Gudang Kalimantan Selatan 02,SD-1030-01,PT Distributor Kalimantan Selatan 01,PL-005,Pabrik Pangkep,AREA 65 BANJARMASIN,MB,Retail Bag,24.26,25545416,Pickup,2026-01-03
AREA 3,SBI,1022,JAWA BARAT,102202,KOTA BOGOR,Kinetiq,MAT002,Kinetiq Semen PCC Premium,ZLFP,ZAK,WH-1022-02,Gudang Jawa Barat 02,SD-1022-01,PT Distributor Jawa Barat 01,PL-003,Pabrik Narogong,AREA 35 BOGOR,FB,Retail Bag,103.29,125387552,Pickup,2026-01-03
AREA 5,ST,1030,KALIMANTAN SELATAN,103002,KOTA BANJARMASIN,Atlas,MAT003,Atlas Semen Tecton Khusus,ZSLF,ZAK,WH-1030-02,Gudang Kalimantan Selatan 02,SD-1030-03,PT Distributor Kalimantan Selatan 03,PL-005,Pabrik Pangkep,AREA 65 BANJARMASIN,FB,Retail Bag,96.66,107846075,Pickup,2026-01-03
AREA 3,SBI,1023,JAWA TENGAH,102301,KABUPATEN BANYUMAS,Omnicore,MAT004,Omnicore Semen Portland Komposit,ZSLF,BAG,WH-1023-02,Gudang Jawa Tengah 02,SD-1023-03,PT Distributor Jawa Tengah 03,PL-003,Pabrik Narogong,AREA 42 PURWOKERTO,MB,Retail Bag,81.37,92362842,Delivery,2026-01-03
AREA 5,ST,1030,KALIMANTAN SELATAN,103001,KABUPATEN BANJAR,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLFP,BAG,WH-1030-02,Gudang Kalimantan Selatan 02,SD-1030-01,PT Distributor Kalimantan Selatan 01,PL-005,Pabrik Pangkep,AREA 65 BANJARMASIN,MB,Retail Bag,101.39,121502024,Pickup,2026-01-03
AREA 3,SBI,1022,JAWA BARAT,102202,KOTA BOGOR,Tecton,MAT001,Tecton Semen Portland Tipe I,ZLF,BAG,WH-1022-02,Gudang Jawa Barat 02,SD-1022-02,PT Distributor Jawa Barat 02,PL-003,Pabrik Narogong,AREA 35 BOGOR,FB,Retail Bag,75.72,96302589,Pickup,2026-01-03
AREA 5,ST,1028,NUSA TENGGARA TIMUR,102801,KABUPATEN KUPANG,Atlas,MAT002,Atlas Semen PCC Premium,ZSLF,ZAK,WH-1028-02,Gudang Nusa Tenggara Timur 02,SD-1028-01,PT Distributor Nusa Tenggara Timur 01,PL-005,Pabrik Pangkep,AREA 90 KUPANG,MB,Retail Bag,48.99,51991764,Pickup,2026-01-03
AREA 4,SG,1023,JAWA TENGAH,102302,KOTA SEMARANG,Vanguard,MAT001,Vanguard Semen Portland Tipe I,ZLF,ZAK,WH-1023-01,Gudang Jawa Tengah 01,SD-1023-03,PT Distributor Jawa Tengah 03,PL-004,Pabrik Tuban,AREA 43 SEMARANG,MB,Retail Bag,84.35,105568073,Delivery,2026-01-03
AREA 5,ST,1034,SULAWESI BARAT,103402,KABUPATEN MAMUJU,Atlas,MAT002,Atlas Semen PCC Premium,ZSLF,ZAK,WH-1034-02,Gudang Sulawesi Barat 02,SD-1034-02,PT Distributor Sulawesi Barat 02,PL-005,Pabrik Pangkep,AREA 76 MAMUJU,FB,Retail Bag,110.69,140060927,Pickup,2026-01-03
AREA 1,SP,1013,RIAU,101301,KABUPATEN KAMPAR,Fonda,MAT002,Fonda Semen PCC Premium,ZLFP,BAG,WH-1013-01,Gudang Riau 01,SD-1013-03,PT Distributor Riau 03,PL-001,Pabrik Indarung,AREA 15 KAMPAR,MB,Retail Bag,47.31,59167116,Pickup,2026-01-03
AREA 5,ST,1038,GORONTALO,103801,KABUPATEN GORONTALO,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLFP,BAG,WH-1038-01,Gudang Gorontalo 01,SD-1038-01,PT Distributor Gorontalo 01,PL-005,Pabrik Pangkep,AREA 83 GORONTALO,FB,Retail Bag,107.54,110642098,Delivery,2026-01-03
AREA 3,SBI,1020,BANTEN,102003,KOTA CILEGON,Tecton,MAT004,Tecton Semen Portland Komposit,ZLF,ZAK,WH-1020-02,Gudang Banten 02,SD-1020-03,PT Distributor Banten 03,PL-003,Pabrik Narogong,AREA 33 BANTEN,MB,Retail Bag,129.04,151339789,Pickup,2026-01-03
AREA 1,SP,1013,RIAU,101301,KABUPATEN KAMPAR,TerraBlock,MAT004,TerraBlock Semen Portland Komposit,ZLFP,ZAK,WH-1013-01,Gudang Riau 01,SD-1013-01,PT Distributor Riau 01,PL-001,Pabrik Indarung,AREA 15 KAMPAR,FB,Retail Bag,123.68,137545764,Delivery,2026-01-03
AREA 1,SP,1014,KEPULAUAN RIAU,101403,KOTA TANJUNG PINANG,TerraBlock,MAT004,TerraBlock Semen Portland Komposit,ZSLF,ZAK,WH-1014-02,Gudang Kepulauan Riau 02,SD-1014-03,PT Distributor Kepulauan Riau 03,PL-001,Pabrik Indarung,AREA 17 KEP. RIAU,FB,Retail Bag,66.28,76965993,Pickup,2026-01-03
AREA 5,ST,1039,MALUKU,103901,KABUPATEN MALUKU TENGAH,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLFP,BAG,WH-1039-02,Gudang Maluku 02,SD-1039-03,PT Distributor Maluku 03,PL-005,Pabrik Pangkep,AREA 92 MALUKU,FB,Retail Bag,128.28,159234861,Delivery,2026-01-03
AREA 5,ST,1041,PAPUA,104101,KABUPATEN JAYAPURA,Atlas,MAT002,Atlas Semen PCC Premium,ZLF,BAG,WH-1041-02,Gudang Papua 02,SD-1041-02,PT Distributor Papua 02,PL-005,Pabrik Pangkep,AREA 95 JAYAPURA,FB,Retail Bag,19.92,23486297,Pickup,2026-01-03
AREA 1,SP,1014,KEPULAUAN RIAU,101401,KABUPATEN BINTAN,TerraBlock,MAT001,TerraBlock Semen Portland Tipe I,ZSLF,BAG,WH-1014-01,Gudang Kepulauan Riau 01,SD-1014-03,PT Distributor Kepulauan Riau 03,PL-001,Pabrik Indarung,AREA 17 KEP. RIAU,MB,Retail Bag,147.28,167758694,Delivery,2026-01-03
AREA 3,SBI,1021,DKI JAKARTA,102102,KOTA JAKARTA TIMUR,Kinetiq,MAT002,Kinetiq Semen PCC Premium,ZLF,BAG,WH-1021-02,Gudang Dki Jakarta 02,SD-1021-01,PT Distributor Dki Jakarta 01,PL-003,Pabrik Narogong,AREA 34 JAKARTA,FB,Retail Bag,30.5,31475420,Pickup,2026-01-03
AREA 5,ST,1027,NUSA TENGGARA BARAT,102702,KOTA MATARAM,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLF,ZAK,WH-1027-01,Gudang Nusa Tenggara Barat 01,SD-1027-01,PT Distributor Nusa Tenggara Barat 01,PL-005,Pabrik Pangkep,AREA 86 LOMBOK,FB,Retail Bag,114.79,115321018,Delivery,2026-01-03
AREA 1,SP,1018,BENGKULU,101801,KABUPATEN REJANG LEBONG,Fonda,MAT004,Fonda Semen Portland Komposit,ZLF,BAG,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,PT Distributor Bengkulu 03,PL-001,Pabrik Indarung,AREA 23 LEBONG,FB,Retail Bag,110.24,130340059,Delivery,2026-01-03
AREA 5,ST,1043,KALIMANTAN UTARA,104301,KABUPATEN BULUNGAN,Atlas,MAT002,Atlas Semen PCC Premium,ZSLF,ZAK,WH-1043-01,Gudang Kalimantan Utara 01,SD-1043-02,PT Distributor Kalimantan Utara 02,PL-005,Pabrik Pangkep,AREA 70 TARAKAN,MB,Retail Bag,122.09,155620065,Pickup,2026-01-03
AREA 5,ST,1039,MALUKU,103901,KABUPATEN MALUKU TENGAH,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLFP,BAG,WH-1039-01,Gudang Maluku 01,SD-1039-01,PT Distributor Maluku 01,PL-005,Pabrik Pangkep,AREA 92 MALUKU,MB,Retail Bag,148.8,187621920,Pickup,2026-01-03
AREA 5,ST,1034,SULAWESI BARAT,103401,KABUPATEN MAJENE,Atlas,MAT001,Atlas Semen Portland Tipe I,ZSLF,ZAK,WH-1034-02,Gudang Sulawesi Barat 02,SD-1034-03,PT Distributor Sulawesi Barat 03,PL-005,Pabrik Pangkep,AREA 75 POLEWALI MDR,MB,Retail Bag,130.82,146240407,Delivery,2026-01-03
AREA 2,SMBR,1019,LAMPUNG,101901,KABUPATEN LAMPUNG SELATAN,Monolith,MAT001,Monolith Semen Portland Tipe I,ZLF,BAG,WH-1019-01,Gudang Lampung 01,SD-1019-01,PT Distributor Lampung 01,PL-002,Pabrik Baturaja,AREA 29 BANDAR LMPNG,FB,Retail Bag,50.31,49143763,Pickup,2026-01-03
AREA 4,SG,1029,KALIMANTAN BARAT,102902,KOTA PONTIANAK,Vanguard,MAT002,Vanguard Semen PCC Premium,ZLF,BAG,WH-1029-02,Gudang Kalimantan Barat 02,SD-1029-01,PT Distributor Kalimantan Barat 01,PL-004,Pabrik Tuban,AREA 58 PONTIANAK,MB,Retail Bag,103.55,107674707,Pickup,2026-01-03
AREA 3,SBI,1022,JAWA BARAT,102202,KOTA BOGOR,Kinetiq,MAT004,Kinetiq Semen Portland Komposit,ZSLF,BAG,WH-1022-02,Gudang Jawa Barat 02,SD-1022-03,PT Distributor Jawa Barat 03,PL-003,Pabrik Narogong,AREA 35 BOGOR,MB,Retail Bag,18.58,20439783,Delivery,2026-01-03
AREA 1,SP,1011,SUMATERA UTARA,101101,KABUPATEN DELI SERDANG,TerraBlock,MAT001,TerraBlock Semen Portland Tipe I,ZLF,BAG,WH-1011-01,Gudang Sumatera Utara 01,SD-1011-03,PT Distributor Sumatera Utara 03,PL-001,Pabrik Indarung,AREA 06 BINJAI,FB,Retail Bag,23.04,27997355,Delivery,2026-01-03
AREA 3,SBI,1021,DKI JAKARTA,102102,KOTA JAKARTA TIMUR,Kinetiq,MAT001,Kinetiq Semen Portland Tipe I,ZLFP,BAG,WH-1021-01,Gudang Dki Jakarta 01,SD-1021-01,PT Distributor Dki Jakarta 01,PL-003,Pabrik Narogong,AREA 34 JAKARTA,FB,Retail Bag,66.25,85424075,Delivery,2026-01-03
AREA 1,SP,1010,ACEH,101001,KABUPATEN ACEH BESAR,TerraBlock,MAT003,TerraBlock Semen Tecton Khusus,ZSLF,BAG,WH-1010-01,Gudang Aceh 01,SD-1010-02,PT Distributor Aceh 02,PL-001,Pabrik Indarung,AREA 01 BANDA ACEH,MB,Retail Bag,97.73,108537667,Delivery,2026-01-03
AREA 1,SP,1013,RIAU,101301,KABUPATEN KAMPAR,Fonda,MAT003,Fonda Semen Tecton Khusus,ZLF,ZAK,WH-1013-01,Gudang Riau 01,SD-1013-02,PT Distributor Riau 02,PL-001,Pabrik Indarung,AREA 15 KAMPAR,MB,Retail Bag,28.1,29039804,Delivery,2026-01-03
AREA 1,SP,1012,SUMATERA BARAT,101203,KOTA BUKIT TINGGI,TerraBlock,MAT003,TerraBlock Semen Tecton Khusus,ZLF,BAG,WH-1012-02,Gudang Sumatera Barat 02,SD-1012-02,PT Distributor Sumatera Barat 02,PL-001,Pabrik Indarung,AREA 12 BUKITTINGGI,MB,Retail Bag,70.37,67602699,Delivery,2026-01-03
AREA 5,ST,1041,PAPUA,104101,KABUPATEN JAYAPURA,Atlas,MAT002,Atlas Semen PCC Premium,ZSLF,ZAK,WH-1041-01,Gudang Papua 01,SD-1041-02,PT Distributor Papua 02,PL-005,Pabrik Pangkep,AREA 95 JAYAPURA,FB,Retail Bag,66.41,72756206,Pickup,2026-01-03
AREA 1,SP,1014,KEPULAUAN RIAU,101401,KABUPATEN BINTAN,TerraBlock,MAT004,TerraBlock Semen Portland Komposit,ZLC,BAG,WH-1014-02,Gudang Kepulauan Riau 02,SD-1014-02,PT Distributor Kepulauan Riau 02,PL-001,Pabrik Indarung,AREA 17 KEP. RIAU,MB,Retail Bag,16.66,19492549,Delivery,2026-01-03
AREA 5,ST,1040,MALUKU UTARA,104002,KOTA TERNATE,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLF,ZAK,WH-1040-01,Gudang Maluku Utara 01,SD-1040-02,PT Distributor Maluku Utara 02,PL-005,Pabrik Pangkep,AREA 91 MALUKU UTARA,MB,Retail Bag,63.89,76115862,Pickup,2026-01-03
AREA 4,SG,1026,BALI,102602,KOTA DENPASAR,Vanguard,MAT001,Vanguard Semen Portland Tipe I,ZLF,ZAK,WH-1026-01,Gudang Bali 01,SD-1026-02,PT Distributor Bali 02,PL-004,Pabrik Tuban,AREA 57 DENPASAR,MB,Retail Bag,45.13,58114668,Pickup,2026-01-03
AREA 2,SMBR,1019,LAMPUNG,101901,KABUPATEN LAMPUNG SELATAN,Monolith,MAT001,Monolith Semen Portland Tipe I,ZLFP,BAG,WH-1019-01,Gudang Lampung 01,SD-1019-02,PT Distributor Lampung 02,PL-002,Pabrik Baturaja,AREA 29 BANDAR LMPNG,MB,Retail Bag,21.89,25177396,Pickup,2026-01-03
AREA 5,ST,1037,SULAWESI UTARA,103702,KOTA MANADO,Atlas,MAT001,Atlas Semen Portland Tipe I,ZSLF,ZAK,WH-1037-01,Gudang Sulawesi Utara 01,SD-1037-01,PT Distributor Sulawesi Utara 01,PL-005,Pabrik Pangkep,AREA 85 MINAHASA,MB,Retail Bag,132.4,166745884,Pickup,2026-01-03
AREA 5,ST,1038,GORONTALO,103801,KABUPATEN GORONTALO,Atlas,MAT004,Atlas Semen Portland Komposit,ZLC,ZAK,WH-1038-01,Gudang Gorontalo 01,SD-1038-02,PT Distributor Gorontalo 02,PL-005,Pabrik Pangkep,AREA 83 GORONTALO,MB,Retail Bag,107.74,130841934,Delivery,2026-01-03
AREA 1,SP,1011,SUMATERA UTARA,101102,KOTA MEDAN,TerraBlock,MAT001,TerraBlock Semen Portland Tipe I,ZLF,ZAK,WH-1011-01,Gudang Sumatera Utara 01,SD-1011-03,PT Distributor Sumatera Utara 03,PL-001,Pabrik Indarung,AREA 05 MEDAN,FB,Retail Bag,86.83,104331281,Pickup,2026-01-03
AREA 4,SG,1029,KALIMANTAN BARAT,102902,KOTA PONTIANAK,Primebase,MAT001,Primebase Semen Portland Tipe I,ZSLF,ZAK,WH-1029-02,Gudang Kalimantan Barat 02,SD-1029-03,PT Distributor Kalimantan Barat 03,PL-004,Pabrik Tuban,AREA 58 PONTIANAK,MB,Retail Bag,17.0,17446760,Pickup,2026-01-03
AREA 4,SG,1023,JAWA TENGAH,102302,KOTA SEMARANG,Primebase,MAT001,Primebase Semen Portland Tipe I,ZLFP,BAG,WH-1023-01,Gudang Jawa Tengah 01,SD-1023-02,PT Distributor Jawa Tengah 02,PL-004,Pabrik Tuban,AREA 43 SEMARANG,FB,Retail Bag,137.51,157068734,Pickup,2026-01-03
AREA 5,ST,1030,KALIMANTAN SELATAN,103001,KABUPATEN BANJAR,Atlas,MAT002,Atlas Semen PCC Premium,ZLC,BAG,WH-1030-02,Gudang Kalimantan Selatan 02,SD-1030-02,PT Distributor Kalimantan Selatan 02,PL-005,Pabrik Pangkep,AREA 65 BANJARMASIN,MB,Retail Bag,35.11,45110767,Pickup,2026-01-03
AREA 3,SBI,1024,DI YOGYAKARTA,102402,KOTA YOGYAKARTA,Tecton,MAT001,Tecton Semen Portland Tipe I,ZLC,ZAK,WH-1024-01,Gudang Di Yogyakarta 01,SD-1024-01,PT Distributor Di Yogyakarta 01,PL-003,Pabrik Narogong,AREA 47 YOGYAKARTA,MB,Retail Bag,13.42,17202413,Delivery,2026-01-03
AREA 1,SP,1014,KEPULAUAN RIAU,101403,KOTA TANJUNG PINANG,TerraBlock,MAT004,TerraBlock Semen Portland Komposit,ZLFP,BAG,WH-1014-01,Gudang Kepulauan Riau 01,SD-1014-03,PT Distributor Kepulauan Riau 03,PL-001,Pabrik Indarung,AREA 17 KEP. RIAU,MB,Retail Bag,44.73,52892196,Delivery,2026-01-04
AREA 5,ST,1037,SULAWESI UTARA,103701,KABUPATEN MINAHASA,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLF,ZAK,WH-1037-02,Gudang Sulawesi Utara 02,SD-1037-01,PT Distributor Sulawesi Utara 01,PL-005,Pabrik Pangkep,AREA 85 MINAHASA,FB,Retail Bag,84.49,104721214,Pickup,2026-01-04
AREA 4,SG,1031,KALIMANTAN TENGAH,103101,KABUPATEN KAPUAS,Primebase,MAT003,Primebase Semen Tecton Khusus,ZSLF,BAG,WH-1031-02,Gudang Kalimantan Tengah 02,SD-1031-02,PT Distributor Kalimantan Tengah 02,PL-004,Pabrik Tuban,AREA 63 PALANGKARAYA,MB,Retail Bag,80.2,90462071,Pickup,2026-01-04
AREA 3,SBI,1024,DI YOGYAKARTA,102401,KABUPATEN SLEMAN,Omnicore,MAT002,Omnicore Semen PCC Premium,ZLF,ZAK,WH-1024-01,Gudang Di Yogyakarta 01,SD-1024-02,PT Distributor Di Yogyakarta 02,PL-003,Pabrik Narogong,AREA 47 YOGYAKARTA,FB,Retail Bag,48.97,51714523,Delivery,2026-01-04
AREA 3,SBI,1023,JAWA TENGAH,102301,KABUPATEN BANYUMAS,Kinetiq,MAT002,Kinetiq Semen PCC Premium,ZLF,ZAK,WH-1023-02,Gudang Jawa Tengah 02,SD-1023-01,PT Distributor Jawa Tengah 01,PL-003,Pabrik Narogong,AREA 42 PURWOKERTO,FB,Retail Bag,147.29,159391493,Delivery,2026-01-04
AREA 1,SP,1013,RIAU,101301,KABUPATEN KAMPAR,TerraBlock,MAT001,TerraBlock Semen Portland Tipe I,ZLFP,ZAK,WH-1013-01,Gudang Riau 01,SD-1013-01,PT Distributor Riau 01,PL-001,Pabrik Indarung,AREA 15 KAMPAR,MB,Retail Bag,123.05,125749470,Pickup,2026-01-04
AREA 5,ST,1039,MALUKU,103902,KOTA AMBON,Atlas,MAT001,Atlas Semen Portland Tipe I,ZSLF,ZAK,WH-1039-01,Gudang Maluku 01,SD-1039-03,PT Distributor Maluku 03,PL-005,Pabrik Pangkep,AREA 92 MALUKU,FB,Retail Bag,59.72,66633903,Delivery,2026-01-04
AREA 2,SMBR,1015,JAMBI,101502,KOTA JAMBI,Monolith,MAT003,Monolith Semen Tecton Khusus,ZSLF,ZAK,WH-1015-01,Gudang Jambi 01,SD-1015-03,PT Distributor Jambi 03,PL-002,Pabrik Baturaja,AREA 18 JAMBI,FB,Retail Bag,66.0,79287978,Delivery,2026-01-04
AREA 1,SP,1015,JAMBI,101501,KABUPATEN MUARO JAMBI,TerraBlock,MAT003,TerraBlock Semen Tecton Khusus,ZLFP,BAG,WH-1015-01,Gudang Jambi 01,SD-1015-02,PT Distributor Jambi 02,PL-001,Pabrik Indarung,AREA 19 MUARO JAMBI,FB,Retail Bag,110.75,138399291,Delivery,2026-01-04
AREA 5,ST,1032,KALIMANTAN TIMUR,103202,KOTA BALIKPAPAN,Atlas,MAT003,Atlas Semen Tecton Khusus,ZSLF,BAG,WH-1032-01,Gudang Kalimantan Timur 01,SD-1032-02,PT Distributor Kalimantan Timur 02,PL-005,Pabrik Pangkep,AREA 67 BALIKPAPAN,FB,Retail Bag,117.4,150450565,Delivery,2026-01-04
AREA 3,SBI,1023,JAWA TENGAH,102303,KOTA SURAKARTA,Omnicore,MAT003,Omnicore Semen Tecton Khusus,ZLFP,BAG,WH-1023-01,Gudang Jawa Tengah 01,SD-1023-02,PT Distributor Jawa Tengah 02,PL-003,Pabrik Narogong,AREA 45 SOLO,FB,Retail Bag,138.5,162373660,Delivery,2026-01-04
AREA 1,SP,1018,BENGKULU,101801,KABUPATEN REJANG LEBONG,Fonda,MAT001,Fonda Semen Portland Tipe I,ZLC,BAG,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,PT Distributor Bengkulu 02,PL-001,Pabrik Indarung,AREA 23 LEBONG,FB,Retail Bag,127.92,150950205,Delivery,2026-01-04
AREA 5,ST,1035,SULAWESI TENGGARA,103501,KABUPATEN KONAWE,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLFP,BAG,WH-1035-02,Gudang Sulawesi Tenggara 02,SD-1035-03,PT Distributor Sulawesi Tenggara 03,PL-005,Pabrik Pangkep,AREA 79 KENDARI,FB,Retail Bag,25.3,24720351,Delivery,2026-01-04
AREA 5,ST,1038,GORONTALO,103802,KOTA GORONTALO,Atlas,MAT004,Atlas Semen Portland Komposit,ZLF,BAG,WH-1038-02,Gudang Gorontalo 02,SD-1038-02,PT Distributor Gorontalo 02,PL-005,Pabrik Pangkep,AREA 83 GORONTALO,FB,Retail Bag,39.98,48221117,Pickup,2026-01-04
AREA 1,SP,1018,BENGKULU,101802,KOTA BENGKULU,TerraBlock,MAT001,TerraBlock Semen Portland Tipe I,ZLF,BAG,WH-1018-01,Gudang Bengkulu 01,SD-1018-02,PT Distributor Bengkulu 02,PL-001,Pabrik Indarung,AREA 21 BENGKULU,FB,Retail Bag,82.6,89304063,Delivery,2026-01-04
AREA 5,ST,1042,PAPUA BARAT,104202,KOTA SORONG,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLC,ZAK,WH-1042-02,Gudang Papua Barat 02,SD-1042-02,PT Distributor Papua Barat 02,PL-005,Pabrik Pangkep,AREA 93 MANOKWARI,MB,Retail Bag,98.24,99622826,Pickup,2026-01-04
AREA 3,SBI,1020,BANTEN,102002,KOTA SERANG,Tecton,MAT004,Tecton Semen Portland Komposit,ZLFP,ZAK,WH-1020-02,Gudang Banten 02,SD-1020-01,PT Distributor Banten 01,PL-003,Pabrik Narogong,AREA 33 BANTEN,MB,Retail Bag,23.33,24628477,Pickup,2026-01-04
AREA 3,SBI,1024,DI YOGYAKARTA,102403,KABUPATEN BANTUL,Omnicore,MAT003,Omnicore Semen Tecton Khusus,ZLF,ZAK,WH-1024-01,Gudang Di Yogyakarta 01,SD-1024-01,PT Distributor Di Yogyakarta 01,PL-003,Pabrik Narogong,AREA 47 YOGYAKARTA,MB,Retail Bag,10.37,10250682,Pickup,2026-01-04
AREA 4,SG,1026,BALI,102602,KOTA DENPASAR,Vanguard,MAT003,Vanguard Semen Tecton Khusus,ZSLF,ZAK,WH-1026-01,Gudang Bali 01,SD-1026-01,PT Distributor Bali 01,PL-004,Pabrik Tuban,AREA 57 DENPASAR,MB,Retail Bag,49.19,49899073,Pickup,2026-01-04
AREA 5,ST,1034,SULAWESI BARAT,103401,KABUPATEN MAJENE,Atlas,MAT004,Atlas Semen Portland Komposit,ZLC,BAG,WH-1034-01,Gudang Sulawesi Barat 01,SD-1034-03,PT Distributor Sulawesi Barat 03,PL-005,Pabrik Pangkep,AREA 75 POLEWALI MDR,FB,Retail Bag,136.12,132269437,Pickup,2026-01-04
AREA 5,ST,1039,MALUKU,103902,KOTA AMBON,Atlas,MAT004,Atlas Semen Portland Komposit,ZSLF,ZAK,WH-1039-01,Gudang Maluku 01,SD-1039-01,PT Distributor Maluku 01,PL-005,Pabrik Pangkep,AREA 92 MALUKU,FB,Retail Bag,139.52,140161652,Delivery,2026-01-04
AREA 5,ST,1032,KALIMANTAN TIMUR,103203,KOTA SAMARINDA,Atlas,MAT002,Atlas Semen PCC Premium,ZSLF,ZAK,WH-1032-02,Gudang Kalimantan Timur 02,SD-1032-03,PT Distributor Kalimantan Timur 03,PL-005,Pabrik Pangkep,AREA 68 SAMARINDA,MB,Retail Bag,117.0,150802236,Delivery,2026-01-04
AREA 3,SBI,1023,JAWA TENGAH,102302,KOTA SEMARANG,Kinetiq,MAT003,Kinetiq Semen Tecton Khusus,ZSLF,ZAK,WH-1023-01,Gudang Jawa Tengah 01,SD-1023-03,PT Distributor Jawa Tengah 03,PL-003,Pabrik Narogong,AREA 43 SEMARANG,FB,Retail Bag,146.16,156282895,Delivery,2026-01-04
AREA 5,ST,1042,PAPUA BARAT,104202,KOTA SORONG,Atlas,MAT004,Atlas Semen Portland Komposit,ZLFP,BAG,WH-1042-02,Gudang Papua Barat 02,SD-1042-02,PT Distributor Papua Barat 02,PL-005,Pabrik Pangkep,AREA 93 MANOKWARI,FB,Retail Bag,99.66,104535965,Delivery,2026-01-04
AREA 1,SP,1012,SUMATERA BARAT,101203,KOTA BUKIT TINGGI,TerraBlock,MAT003,TerraBlock Semen Tecton Khusus,ZLC,ZAK,WH-1012-01,Gudang Sumatera Barat 01,SD-1012-02,PT Distributor Sumatera Barat 02,PL-001,Pabrik Indarung,AREA 12 BUKITTINGGI,MB,Retail Bag,36.05,41028649,Delivery,2026-01-04
AREA 2,SMBR,1016,SUMATERA SELATAN,101602,KOTA PALEMBANG,Monolith,MAT002,Monolith Semen PCC Premium,ZLC,BAG,WH-1016-01,Gudang Sumatera Selatan 01,SD-1016-01,PT Distributor Sumatera Selatan 01,PL-002,Pabrik Baturaja,AREA 25 PALEMBANG,FB,Retail Bag,10.75,13135285,Pickup,2026-01-04
AREA 1,SP,1014,KEPULAUAN RIAU,101403,KOTA TANJUNG PINANG,Fonda,MAT004,Fonda Semen Portland Komposit,ZSLF,BAG,WH-1014-01,Gudang Kepulauan Riau 01,SD-1014-01,PT Distributor Kepulauan Riau 01,PL-001,Pabrik Indarung,AREA 17 KEP. RIAU,FB,Retail Bag,126.27,135119380,Delivery,2026-01-04
AREA 5,ST,1040,MALUKU UTARA,104001,KABUPATEN HALMAHERA UTARA,Atlas,MAT004,Atlas Semen Portland Komposit,ZLC,ZAK,WH-1040-01,Gudang Maluku Utara 01,SD-1040-02,PT Distributor Maluku Utara 02,PL-005,Pabrik Pangkep,AREA 91 MALUKU UTARA,MB,Retail Bag,86.79,97377598,Delivery,2026-01-04
AREA 2,SMBR,1019,LAMPUNG,101901,KABUPATEN LAMPUNG SELATAN,Monolith,MAT003,Monolith Semen Tecton Khusus,ZLFP,BAG,WH-1019-02,Gudang Lampung 02,SD-1019-01,PT Distributor Lampung 01,PL-002,Pabrik Baturaja,AREA 29 BANDAR LMPNG,FB,Retail Bag,26.49,31643708,Delivery,2026-01-04
AREA 3,SBI,1023,JAWA TENGAH,102302,KOTA SEMARANG,Omnicore,MAT002,Omnicore Semen PCC Premium,ZLFP,ZAK,WH-1023-01,Gudang Jawa Tengah 01,SD-1023-02,PT Distributor Jawa Tengah 02,PL-003,Pabrik Narogong,AREA 43 SEMARANG,FB,Retail Bag,118.02,150027850,Pickup,2026-01-04
AREA 5,ST,1040,MALUKU UTARA,104001,KABUPATEN HALMAHERA UTARA,Atlas,MAT002,Atlas Semen PCC Premium,ZSLF,BAG,WH-1040-01,Gudang Maluku Utara 01,SD-1040-02,PT Distributor Maluku Utara 02,PL-005,Pabrik Pangkep,AREA 91 MALUKU UTARA,MB,Retail Bag,19.25,19152806,Pickup,2026-01-04
AREA 5,ST,1036,SULAWESI TENGAH,103601,KABUPATEN POSO,Atlas,MAT002,Atlas Semen PCC Premium,ZLF,BAG,WH-1036-02,Gudang Sulawesi Tengah 02,SD-1036-01,PT Distributor Sulawesi Tengah 01,PL-005,Pabrik Pangkep,AREA 81 PALU,MB,Retail Bag,58.41,59484744,Delivery,2026-01-04
