soldto_desc,province_desc,year_month,total_revenue,total_qty,n_products,n_transactions,year,month
PT Distributor Sulawesi Utara 02,SULAWESI UTARA,2026-12,1179858712,1084.52,4,11,2026,12
PT Distributor Sulawesi Utara 03,SULAWESI UTARA,2026-01,1093861442,938.27,4,11,2026,1
PT Distributor Sulawesi Utara 03,SULAWESI UTARA,2026-02,1100364107,966.48,4,11,2026,2
PT Distributor Sulawesi Utara 03,SULAWESI UTARA,2026-03,1641229111,1468.56,4,15,2026,3
PT Distributor Sulawesi Utara 03,SULAWESI UTARA,2026-04,443075356,422.64,3,8,2026,4
PT Distributor Sulawesi Utara 03,SULAWESI UTARA,2026-05,1227733865,1071.3999999999999,4,11,2026,5
PT Distributor Sulawesi Utara 03,SULAWESI UTARA,2026-06,1283143633,1083.37,4,16,2026,6
PT Distributor Sulawesi Utara 03,SULAWESI UTARA,2026-07,1139452618,983.8,4,10,2026,7
PT Distributor Sulawesi Utara 03,SULAWESI UTARA,2026-08,1523888881,1410.6399999999999,4,16,2026,8
PT Distributor Sulawesi Utara 03,SULAWESI UTARA,2026-09,574805418,495.1,4,6,2026,9
PT Distributor Sulawesi Utara 03,SULAWESI UTARA,2026-10,1137210530,967.55,4,12,2026,10
PT Distributor Sulawesi Utara 03,SULAWESI UTARA,2026-11,818770394,745.78,4,10,2026,11
PT Distributor Sulawesi Utara 03,SULAWESI UTARA,2026-12,868378741,742.36,4,10,2026,12
PT Distributor Sumatera Barat 01,SUMATERA BARAT,2026-01,1431048261,1276.0,7,16,2026,1
PT Distributor Sumatera Barat 01,SUMATERA BARAT,2026-02,848795116,771.92,7,9,2026,2
PT Distributor Sumatera Barat 01,SUMATERA BARAT,2026-03,1439731169,1255.4,7,14,2026,3
PT Distributor Sumatera Barat 01,SUMATERA BARAT,2026-04,1930056067,1689.54,7,17,2026,4
PT Distributor Sumatera Barat 01,SUMATERA BARAT,2026-05,848773629,738.5,6,9,2026,5
PT Distributor Sumatera Barat 01,SUMATERA BARAT,2026-06,1512656753,1372.75,7,14,2026,6
PT Distributor Sumatera Barat 01,SUMATERA BARAT,2026-07,1265285354,1067.3600000000001,6,11,2026,7
PT Distributor Sumatera Barat 01,SUMATERA BARAT,2026-08,1138569938,1070.04,7,11,2026,8
PT Distributor Sumatera Barat 01,SUMATERA BARAT,2026-09,1029277230,907.79,5,11,2026,9
PT Distributor Sumatera Barat 01,SUMATERA BARAT,2026-10,1052040600,974.34,7,15,2026,10
PT Distributor Sumatera Barat 01,SUMATERA BARAT,2026-11,965746559,911.47,5,9,2026,11
PT Distributor Sumatera Barat 01,SUMATERA BARAT,2026-12,1706988501,1543.8899999999999,7,19,2026,12
PT Distributor Sumatera Barat 02,SUMATERA BARAT,2026-01,1143892941,1047.93,8,11,2026,1
PT Distributor Sumatera Barat 02,SUMATERA BARAT,2026-02,685232886,603.34,5,9,2026,2
PT Distributor Sumatera Barat 02,SUMATERA BARAT,2026-03,1511205540,1375.15,8,14,2026,3
PT Distributor Sumatera Barat 02,SUMATERA BARAT,2026-04,734883952,647.4300000000001,5,7,2026,4
PT Distributor Sumatera Barat 02,SUMATERA BARAT,2026-05,1290314864,1156.63,7,14,2026,5
PT Distributor Sumatera Barat 02,SUMATERA BARAT,2026-06,1066077575,937.5699999999999,8,12,2026,6
PT Distributor Sumatera Barat 02,SUMATERA BARAT,2026-07,1095329494,934.72,6,10,2026,7
PT Distributor Sumatera Barat 02,SUMATERA BARAT,2026-08,583213307,517.01,5,7,2026,8
PT Distributor Sumatera Barat 02,SUMATERA BARAT,2026-09,1094275799,939.1700000000001,7,9,2026,9
PT Distributor Sumatera Barat 02,SUMATERA BARAT,2026-10,1571083010,1472.47,8,16,2026,10
PT Distributor Sumatera Barat 02,SUMATERA BARAT,2026-11,829503664,728.62,5,9,2026,11
PT Distributor Sumatera Barat 02,SUMATERA BARAT,2026-12,274280759,256.24,3,5,2026,12
PT Distributor Sumatera Barat 03,SUMATERA BARAT,2026-01,641416513,555.15,6,9,2026,1
PT Distributor Sumatera Barat 03,SUMATERA BARAT,2026-02,900901258,816.38,5,9,2026,2
PT Distributor Sumatera Barat 03,SUMATERA BARAT,2026-03,1608344348,1414.07,7,18,2026,3
PT Distributor Sumatera Barat 03,SUMATERA BARAT,2026-04,872980427,797.73,5,8,2026,4
PT Distributor Sumatera Barat 03,SUMATERA BARAT,2026-05,721745859,662.5,5,9,2026,5
PT Distributor Sumatera Barat 03,SUMATERA BARAT,2026-06,1170018791,1034.12,6,12,2026,6
PT Distributor Sumatera Barat 03,SUMATERA BARAT,2026-07,927433455,789.3199999999999,4,10,2026,7
PT Distributor Sumatera Barat 03,SUMATERA BARAT,2026-08,1068248104,974.96,7,13,2026,8
PT Distributor Sumatera Barat 03,SUMATERA BARAT,2026-09,857585089,777.6899999999999,6,11,2026,9
PT Distributor Sumatera Barat 03,SUMATERA BARAT,2026-10,1316130364,1197.4,7,13,2026,10
PT Distributor Sumatera Barat 03,SUMATERA BARAT,2026-11,619153734,556.64,6,7,2026,11
PT Distributor Sumatera Barat 03,SUMATERA BARAT,2026-12,1122973246,953.41,6,15,2026,12
PT Distributor Sumatera Selatan 01,SUMATERA SELATAN,2026-01,1295326634,1100.4,4,17,2026,1
PT Distributor Sumatera Selatan 01,SUMATERA SELATAN,2026-02,1196078590,1076.09,4,15,2026,2
PT Distributor Sumatera Selatan 01,SUMATERA SELATAN,2026-03,812905589,723.0,4,7,2026,3
PT Distributor Sumatera Selatan 01,SUMATERA SELATAN,2026-04,1295435013,1123.2,4,14,2026,4
PT Distributor Sumatera Selatan 01,SUMATERA SELATAN,2026-05,846901491,741.11,4,8,2026,5
PT Distributor Sumatera Selatan 01,SUMATERA SELATAN,2026-06,930284376,792.51,4,9,2026,6
PT Distributor Sumatera Selatan 01,SUMATERA SELATAN,2026-07,957194991,894.42,4,12,2026,7
PT Distributor Sumatera Selatan 01,SUMATERA SELATAN,2026-08,577422791,523.55,4,10,2026,8
PT Distributor Sumatera Selatan 01,SUMATERA SELATAN,2026-09,1251491942,1106.48,4,12,2026,9
PT Distributor Sumatera Selatan 01,SUMATERA SELATAN,2026-10,1120226463,1019.74,4,15,2026,10
PT Distributor Sumatera Selatan 01,SUMATERA SELATAN,2026-11,1188584284,1063.06,4,11,2026,11
PT Distributor Sumatera Selatan 01,SUMATERA SELATAN,2026-12,2031753778,1780.84,4,18,2026,12
PT Distributor Sumatera Selatan 02,SUMATERA SELATAN,2026-01,1117871131,998.0799999999999,3,12,2026,1
PT Distributor Sumatera Selatan 02,SUMATERA SELATAN,2026-02,1347957873,1215.21,4,15,2026,2
PT Distributor Sumatera Selatan 02,SUMATERA SELATAN,2026-03,516348015,464.75,3,6,2026,3
PT Distributor Sumatera Selatan 02,SUMATERA SELATAN,2026-04,1013061957,935.79,4,12,2026,4
PT Distributor Sumatera Selatan 02,SUMATERA SELATAN,2026-05,1839316977,1682.42,4,17,2026,5
PT Distributor Sumatera Selatan 02,SUMATERA SELATAN,2026-06,1527429899,1351.27,4,17,2026,6
PT Distributor Sumatera Selatan 02,SUMATERA SELATAN,2026-07,371535879,299.40999999999997,2,3,2026,7
PT Distributor Sumatera Selatan 02,SUMATERA SELATAN,2026-08,1476940859,1340.91,4,18,2026,8
PT Distributor Sumatera Selatan 02,SUMATERA SELATAN,2026-09,924188006,782.53,3,8,2026,9
PT Distributor Sumatera Selatan 02,SUMATERA SELATAN,2026-10,907585985,797.49,4,10,2026,10
PT Distributor Sumatera Selatan 02,SUMATERA SELATAN,2026-11,697246583,632.1999999999999,4,10,2026,11
PT Distributor Sumatera Selatan 02,SUMATERA SELATAN,2026-12,997190488,884.72,3,10,2026,12
PT Distributor Sumatera Selatan 03,SUMATERA SELATAN,2026-01,1255219206,1161.45,3,12,2026,1
PT Distributor Sumatera Selatan 03,SUMATERA SELATAN,2026-02,1364702962,1244.58,4,13,2026,2
PT Distributor Sumatera Selatan 03,SUMATERA SELATAN,2026-03,1062786178,1004.65,4,13,2026,3
PT Distributor Sumatera Selatan 03,SUMATERA SELATAN,2026-04,1156519099,1009.04,4,11,2026,4
PT Distributor Sumatera Selatan 03,SUMATERA SELATAN,2026-05,630664528,583.11,4,9,2026,5
PT Distributor Sumatera Selatan 03,SUMATERA SELATAN,2026-06,708090038,647.21,4,9,2026,6
PT Distributor Sumatera Selatan 03,SUMATERA SELATAN,2026-07,1265896695,1186.83,4,15,2026,7
PT Distributor Sumatera Selatan 03,SUMATERA SELATAN,2026-08,1546466243,1354.82,4,14,2026,8
PT Distributor Sumatera Selatan 03,SUMATERA SELATAN,2026-09,967377639,855.5500000000001,4,11,2026,9
PT Distributor Sumatera Selatan 03,SUMATERA SELATAN,2026-10,909483351,801.01,4,9,2026,10
PT Distributor Sumatera Selatan 03,SUMATERA SELATAN,2026-11,1457397748,1255.59,4,15,2026,11
PT Distributor Sumatera Selatan 03,SUMATERA SELATAN,2026-12,619182278,550.65,3,10,2026,12
PT Distributor Sumatera Utara 01,SUMATERA UTARA,2026-01,916083611,827.24,5,12,2026,1
PT Distributor Sumatera Utara 01,SUMATERA UTARA,2026-02,843548574,715.94,6,10,2026,2
PT Distributor Sumatera Utara 01,SUMATERA UTARA,2026-03,1288285670,1144.98,6,13,2026,3
PT Distributor Sumatera Utara 01,SUMATERA UTARA,2026-04,1779754071,1535.74,7,18,2026,4
PT Distributor Sumatera Utara 01,SUMATERA UTARA,2026-05,862076224,757.37,5,9,2026,5
PT Distributor Sumatera Utara 01,SUMATERA UTARA,2026-06,881840170,778.89,7,9,2026,6
PT Distributor Sumatera Utara 01,SUMATERA UTARA,2026-07,866285920,772.19,6,11,2026,7
PT Distributor Sumatera Utara 01,SUMATERA UTARA,2026-08,1134022867,979.6899999999999,7,16,2026,8
PT Distributor Sumatera Utara 01,SUMATERA UTARA,2026-09,559074531,492.42999999999995,4,6,2026,9
PT Distributor Sumatera Utara 01,SUMATERA UTARA,2026-10,1301481317,1151.0900000000001,6,14,2026,10
PT Distributor Sumatera Utara 01,SUMATERA UTARA,2026-11,1541382881,1325.8799999999999,7,13,2026,11
PT Distributor Sumatera Utara 01,SUMATERA UTARA,2026-12,1869876314,1605.62,7,17,2026,12
PT Distributor Sumatera Utara 02,SUMATERA UTARA,2026-01,638561425,599.63,4,6,2026,1
PT Distributor Sumatera Utara 02,SUMATERA UTARA,2026-02,1270544011,1119.59,7,15,2026,2
PT Distributor Sumatera Utara 02,SUMATERA UTARA,2026-03,1226548123,1092.89,6,13,2026,3
PT Distributor Sumatera Utara 02,SUMATERA UTARA,2026-04,972373557,868.53,7,14,2026,4
PT Distributor Sumatera Utara 02,SUMATERA UTARA,2026-05,1329508696,1161.66,8,18,2026,5
PT Distributor Sumatera Utara 02,SUMATERA UTARA,2026-06,1032239853,910.27,6,13,2026,6
PT Distributor Sumatera Utara 02,SUMATERA UTARA,2026-07,2020016334,1813.68,7,20,2026,7
PT Distributor Sumatera Utara 02,SUMATERA UTARA,2026-08,528558732,486.26,6,10,2026,8
PT Distributor Sumatera Utara 02,SUMATERA UTARA,2026-09,1106400754,993.75,6,13,2026,9
PT Distributor Sumatera Utara 02,SUMATERA UTARA,2026-10,863542746,726.09,8,13,2026,10
PT Distributor Sumatera Utara 02,SUMATERA UTARA,2026-11,985802920,892.47,6,12,2026,11
PT Distributor Sumatera Utara 02,SUMATERA UTARA,2026-12,1902321582,1727.13,7,21,2026,12
PT Distributor Sumatera Utara 03,SUMATERA UTARA,2026-01,1450210852,1304.88,8,16,2026,1
PT Distributor Sumatera Utara 03,SUMATERA UTARA,2026-02,820216498,708.87,6,12,2026,2
PT Distributor Sumatera Utara 03,SUMATERA UTARA,2026-03,1114875173,939.54,6,10,2026,3
PT Distributor Sumatera Utara 03,SUMATERA UTARA,2026-04,1522255864,1375.31,6,16,2026,4
PT Distributor Sumatera Utara 03,SUMATERA UTARA,2026-05,1018838397,920.6899999999999,6,11,2026,5
PT Distributor Sumatera Utara 03,SUMATERA UTARA,2026-06,1294120593,1124.12,8,13,2026,6
PT Distributor Sumatera Utara 03,SUMATERA UTARA,2026-07,848424105,770.75,3,7,2026,7
PT Distributor Sumatera Utara 03,SUMATERA UTARA,2026-08,1008348440,924.74,7,11,2026,8
PT Distributor Sumatera Utara 03,SUMATERA UTARA,2026-09,1130029289,981.27,7,14,2026,9
PT Distributor Sumatera Utara 03,SUMATERA UTARA,2026-10,1194995856,1051.64,6,15,2026,10
PT Distributor Sumatera Utara 03,SUMATERA UTARA,2026-11,1214403937,1078.3,5,13,2026,11
PT Distributor Sumatera Utara 03,SUMATERA UTARA,2026-12,423102016,359.0,6,8,2026,12
